audit_type,country,branch,specification_id,order,overlap_status,evidence_completeness,source_paths,reuse_eligible,original_candidate_grid,selected_order,nearby_orders_tested,training_evidence,validation_evidence,notes
ordinary_enhanced_candidate,Germany,ordinary,enhanced_ordinary_arima_p1_d1_q2,"(1, 1, 2)",overlap,complete,"[""code/04_models/arima/arima_screening.py"", ""results/arima/tables/arima_candidate_screening_training_2024.csv"", ""results/arima/tables/arima_shortlists_2024.csv"", ""results/arima/tables/arima_selected_2024.csv"", ""results/arima/validation_2024/full_validation/arima_validation_2024_forecasts.csv"", ""results/arima/validation_2024/full_validation/arima_validation_2024_jobs.csv"", ""results/arima/validation_2024/full_validation/arima_validation_2024_summary.csv""]",True,"[""(0, 1, 0)"", ""(1, 1, 0)"", ""(0, 1, 1)"", ""(1, 1, 1)"", ""(2, 1, 0)"", ""(0, 1, 2)"", ""(2, 1, 1)"", ""(1, 1, 2)"", ""(2, 1, 2)"", ""(3, 1, 0)"", ""(0, 1, 3)""]","(2, 1, 2)","[""(1, 1, 1)"", ""(1, 1, 2)"", ""(2, 1, 1)"", ""(2, 1, 2)""]",country candidate row complete,no validation job evidence,exact ordinary specification can reuse original training evidence
ordinary_enhanced_candidate,Germany,ordinary,enhanced_ordinary_arima_p1_d1_q3,"(1, 1, 3)",unexplored,missing,"[""code/04_models/arima/arima_screening.py"", ""results/arima/tables/arima_candidate_screening_training_2024.csv"", ""results/arima/tables/arima_shortlists_2024.csv"", ""results/arima/tables/arima_selected_2024.csv"", ""results/arima/validation_2024/full_validation/arima_validation_2024_forecasts.csv"", ""results/arima/validation_2024/full_validation/arima_validation_2024_jobs.csv"", ""results/arima/validation_2024/full_validation/arima_validation_2024_summary.csv""]",False,"[""(0, 1, 0)"", ""(1, 1, 0)"", ""(0, 1, 1)"", ""(1, 1, 1)"", ""(2, 1, 0)"", ""(0, 1, 2)"", ""(2, 1, 1)"", ""(1, 1, 2)"", ""(2, 1, 2)"", ""(3, 1, 0)"", ""(0, 1, 3)""]","(2, 1, 2)","[""(1, 1, 1)"", ""(1, 1, 2)"", ""(2, 1, 1)"", ""(2, 1, 2)""]",no complete country candidate row,no validation job evidence,ordinary specification was not covered by the original grid
ordinary_enhanced_candidate,Germany,ordinary,enhanced_ordinary_arima_p2_d1_q1,"(2, 1, 1)",overlap,complete,"[""code/04_models/arima/arima_screening.py"", ""results/arima/tables/arima_candidate_screening_training_2024.csv"", ""results/arima/tables/arima_shortlists_2024.csv"", ""results/arima/tables/arima_selected_2024.csv"", ""results/arima/validation_2024/full_validation/arima_validation_2024_forecasts.csv"", ""results/arima/validation_2024/full_validation/arima_validation_2024_jobs.csv"", ""results/arima/validation_2024/full_validation/arima_validation_2024_summary.csv""]",True,"[""(0, 1, 0)"", ""(1, 1, 0)"", ""(0, 1, 1)"", ""(1, 1, 1)"", ""(2, 1, 0)"", ""(0, 1, 2)"", ""(2, 1, 1)"", ""(1, 1, 2)"", ""(2, 1, 2)"", ""(3, 1, 0)"", ""(0, 1, 3)""]","(2, 1, 2)","[""(1, 1, 1)"", ""(1, 1, 2)"", ""(2, 1, 1)"", ""(2, 1, 2)""]",country candidate row complete,no validation job evidence,exact ordinary specification can reuse original training evidence
ordinary_enhanced_candidate,Germany,ordinary,enhanced_ordinary_arima_p2_d1_q2,"(2, 1, 2)",overlap,complete,"[""code/04_models/arima/arima_screening.py"", ""results/arima/tables/arima_candidate_screening_training_2024.csv"", ""results/arima/tables/arima_shortlists_2024.csv"", ""results/arima/tables/arima_selected_2024.csv"", ""results/arima/validation_2024/full_validation/arima_validation_2024_forecasts.csv"", ""results/arima/validation_2024/full_validation/arima_validation_2024_jobs.csv"", ""results/arima/validation_2024/full_validation/arima_validation_2024_summary.csv""]",True,"[""(0, 1, 0)"", ""(1, 1, 0)"", ""(0, 1, 1)"", ""(1, 1, 1)"", ""(2, 1, 0)"", ""(0, 1, 2)"", ""(2, 1, 1)"", ""(1, 1, 2)"", ""(2, 1, 2)"", ""(3, 1, 0)"", ""(0, 1, 3)""]","(2, 1, 2)","[""(1, 1, 1)"", ""(1, 1, 2)"", ""(2, 1, 1)"", ""(2, 1, 2)""]",country candidate row complete,validation job evidence present,exact ordinary specification can reuse original training evidence
ordinary_enhanced_candidate,Germany,ordinary,enhanced_ordinary_arima_p2_d1_q3,"(2, 1, 3)",unexplored,missing,"[""code/04_models/arima/arima_screening.py"", ""results/arima/tables/arima_candidate_screening_training_2024.csv"", ""results/arima/tables/arima_shortlists_2024.csv"", ""results/arima/tables/arima_selected_2024.csv"", ""results/arima/validation_2024/full_validation/arima_validation_2024_forecasts.csv"", ""results/arima/validation_2024/full_validation/arima_validation_2024_jobs.csv"", ""results/arima/validation_2024/full_validation/arima_validation_2024_summary.csv""]",False,"[""(0, 1, 0)"", ""(1, 1, 0)"", ""(0, 1, 1)"", ""(1, 1, 1)"", ""(2, 1, 0)"", ""(0, 1, 2)"", ""(2, 1, 1)"", ""(1, 1, 2)"", ""(2, 1, 2)"", ""(3, 1, 0)"", ""(0, 1, 3)""]","(2, 1, 2)","[""(1, 1, 1)"", ""(1, 1, 2)"", ""(2, 1, 1)"", ""(2, 1, 2)""]",no complete country candidate row,no validation job evidence,ordinary specification was not covered by the original grid
ordinary_enhanced_candidate,Germany,ordinary,enhanced_ordinary_arima_p3_d1_q1,"(3, 1, 1)",unexplored,missing,"[""code/04_models/arima/arima_screening.py"", ""results/arima/tables/arima_candidate_screening_training_2024.csv"", ""results/arima/tables/arima_shortlists_2024.csv"", ""results/arima/tables/arima_selected_2024.csv"", ""results/arima/validation_2024/full_validation/arima_validation_2024_forecasts.csv"", ""results/arima/validation_2024/full_validation/arima_validation_2024_jobs.csv"", ""results/arima/validation_2024/full_validation/arima_validation_2024_summary.csv""]",False,"[""(0, 1, 0)"", ""(1, 1, 0)"", ""(0, 1, 1)"", ""(1, 1, 1)"", ""(2, 1, 0)"", ""(0, 1, 2)"", ""(2, 1, 1)"", ""(1, 1, 2)"", ""(2, 1, 2)"", ""(3, 1, 0)"", ""(0, 1, 3)""]","(2, 1, 2)","[""(1, 1, 1)"", ""(1, 1, 2)"", ""(2, 1, 1)"", ""(2, 1, 2)""]",no complete country candidate row,no validation job evidence,ordinary specification was not covered by the original grid
ordinary_enhanced_candidate,Germany,ordinary,enhanced_ordinary_arima_p3_d1_q2,"(3, 1, 2)",unexplored,missing,"[""code/04_models/arima/arima_screening.py"", ""results/arima/tables/arima_candidate_screening_training_2024.csv"", ""results/arima/tables/arima_shortlists_2024.csv"", ""results/arima/tables/arima_selected_2024.csv"", ""results/arima/validation_2024/full_validation/arima_validation_2024_forecasts.csv"", ""results/arima/validation_2024/full_validation/arima_validation_2024_jobs.csv"", ""results/arima/validation_2024/full_validation/arima_validation_2024_summary.csv""]",False,"[""(0, 1, 0)"", ""(1, 1, 0)"", ""(0, 1, 1)"", ""(1, 1, 1)"", ""(2, 1, 0)"", ""(0, 1, 2)"", ""(2, 1, 1)"", ""(1, 1, 2)"", ""(2, 1, 2)"", ""(3, 1, 0)"", ""(0, 1, 3)""]","(2, 1, 2)","[""(1, 1, 1)"", ""(1, 1, 2)"", ""(2, 1, 1)"", ""(2, 1, 2)""]",no complete country candidate row,no validation job evidence,ordinary specification was not covered by the original grid
ordinary_enhanced_candidate,Germany,ordinary,enhanced_ordinary_arima_p3_d1_q3,"(3, 1, 3)",unexplored,missing,"[""code/04_models/arima/arima_screening.py"", ""results/arima/tables/arima_candidate_screening_training_2024.csv"", ""results/arima/tables/arima_shortlists_2024.csv"", ""results/arima/tables/arima_selected_2024.csv"", ""results/arima/validation_2024/full_validation/arima_validation_2024_forecasts.csv"", ""results/arima/validation_2024/full_validation/arima_validation_2024_jobs.csv"", ""results/arima/validation_2024/full_validation/arima_validation_2024_summary.csv""]",False,"[""(0, 1, 0)"", ""(1, 1, 0)"", ""(0, 1, 1)"", ""(1, 1, 1)"", ""(2, 1, 0)"", ""(0, 1, 2)"", ""(2, 1, 1)"", ""(1, 1, 2)"", ""(2, 1, 2)"", ""(3, 1, 0)"", ""(0, 1, 3)""]","(2, 1, 2)","[""(1, 1, 1)"", ""(1, 1, 2)"", ""(2, 1, 1)"", ""(2, 1, 2)""]",no complete country candidate row,no validation job evidence,ordinary specification was not covered by the original grid
ordinary_enhanced_candidate,Germany,ordinary,enhanced_ordinary_arima_p4_d1_q1,"(4, 1, 1)",unexplored,missing,"[""code/04_models/arima/arima_screening.py"", ""results/arima/tables/arima_candidate_screening_training_2024.csv"", ""results/arima/tables/arima_shortlists_2024.csv"", ""results/arima/tables/arima_selected_2024.csv"", ""results/arima/validation_2024/full_validation/arima_validation_2024_forecasts.csv"", ""results/arima/validation_2024/full_validation/arima_validation_2024_jobs.csv"", ""results/arima/validation_2024/full_validation/arima_validation_2024_summary.csv""]",False,"[""(0, 1, 0)"", ""(1, 1, 0)"", ""(0, 1, 1)"", ""(1, 1, 1)"", ""(2, 1, 0)"", ""(0, 1, 2)"", ""(2, 1, 1)"", ""(1, 1, 2)"", ""(2, 1, 2)"", ""(3, 1, 0)"", ""(0, 1, 3)""]","(2, 1, 2)","[""(1, 1, 1)"", ""(1, 1, 2)"", ""(2, 1, 1)"", ""(2, 1, 2)""]",no complete country candidate row,no validation job evidence,ordinary specification was not covered by the original grid
ordinary_enhanced_candidate,Germany,ordinary,enhanced_ordinary_arima_p4_d1_q2,"(4, 1, 2)",unexplored,missing,"[""code/04_models/arima/arima_screening.py"", ""results/arima/tables/arima_candidate_screening_training_2024.csv"", ""results/arima/tables/arima_shortlists_2024.csv"", ""results/arima/tables/arima_selected_2024.csv"", ""results/arima/validation_2024/full_validation/arima_validation_2024_forecasts.csv"", ""results/arima/validation_2024/full_validation/arima_validation_2024_jobs.csv"", ""results/arima/validation_2024/full_validation/arima_validation_2024_summary.csv""]",False,"[""(0, 1, 0)"", ""(1, 1, 0)"", ""(0, 1, 1)"", ""(1, 1, 1)"", ""(2, 1, 0)"", ""(0, 1, 2)"", ""(2, 1, 1)"", ""(1, 1, 2)"", ""(2, 1, 2)"", ""(3, 1, 0)"", ""(0, 1, 3)""]","(2, 1, 2)","[""(1, 1, 1)"", ""(1, 1, 2)"", ""(2, 1, 1)"", ""(2, 1, 2)""]",no complete country candidate row,no validation job evidence,ordinary specification was not covered by the original grid
ordinary_enhanced_candidate,Austria,ordinary,enhanced_ordinary_arima_p1_d1_q1,"(1, 1, 1)",overlap,complete,"[""code/04_models/arima/arima_screening.py"", ""results/arima/tables/arima_candidate_screening_training_2024.csv"", ""results/arima/tables/arima_shortlists_2024.csv"", ""results/arima/tables/arima_selected_2024.csv"", ""results/arima/validation_2024/full_validation/arima_validation_2024_forecasts.csv"", ""results/arima/validation_2024/full_validation/arima_validation_2024_jobs.csv"", ""results/arima/validation_2024/full_validation/arima_validation_2024_summary.csv""]",True,"[""(0, 1, 0)"", ""(1, 1, 0)"", ""(0, 1, 1)"", ""(1, 1, 1)"", ""(2, 1, 0)"", ""(0, 1, 2)"", ""(2, 1, 1)"", ""(1, 1, 2)"", ""(2, 1, 2)"", ""(3, 1, 0)"", ""(0, 1, 3)""]","(2, 1, 2)","[""(1, 1, 1)"", ""(1, 1, 2)"", ""(2, 1, 1)"", ""(2, 1, 2)""]",country candidate row complete,no validation job evidence,exact ordinary specification can reuse original training evidence
ordinary_enhanced_candidate,Austria,ordinary,enhanced_ordinary_arima_p1_d1_q2,"(1, 1, 2)",overlap,complete,"[""code/04_models/arima/arima_screening.py"", ""results/arima/tables/arima_candidate_screening_training_2024.csv"", ""results/arima/tables/arima_shortlists_2024.csv"", ""results/arima/tables/arima_selected_2024.csv"", ""results/arima/validation_2024/full_validation/arima_validation_2024_forecasts.csv"", ""results/arima/validation_2024/full_validation/arima_validation_2024_jobs.csv"", ""results/arima/validation_2024/full_validation/arima_validation_2024_summary.csv""]",True,"[""(0, 1, 0)"", ""(1, 1, 0)"", ""(0, 1, 1)"", ""(1, 1, 1)"", ""(2, 1, 0)"", ""(0, 1, 2)"", ""(2, 1, 1)"", ""(1, 1, 2)"", ""(2, 1, 2)"", ""(3, 1, 0)"", ""(0, 1, 3)""]","(2, 1, 2)","[""(1, 1, 1)"", ""(1, 1, 2)"", ""(2, 1, 1)"", ""(2, 1, 2)""]",country candidate row complete,no validation job evidence,exact ordinary specification can reuse original training evidence
ordinary_enhanced_candidate,Austria,ordinary,enhanced_ordinary_arima_p1_d1_q3,"(1, 1, 3)",unexplored,missing,"[""code/04_models/arima/arima_screening.py"", ""results/arima/tables/arima_candidate_screening_training_2024.csv"", ""results/arima/tables/arima_shortlists_2024.csv"", ""results/arima/tables/arima_selected_2024.csv"", ""results/arima/validation_2024/full_validation/arima_validation_2024_forecasts.csv"", ""results/arima/validation_2024/full_validation/arima_validation_2024_jobs.csv"", ""results/arima/validation_2024/full_validation/arima_validation_2024_summary.csv""]",False,"[""(0, 1, 0)"", ""(1, 1, 0)"", ""(0, 1, 1)"", ""(1, 1, 1)"", ""(2, 1, 0)"", ""(0, 1, 2)"", ""(2, 1, 1)"", ""(1, 1, 2)"", ""(2, 1, 2)"", ""(3, 1, 0)"", ""(0, 1, 3)""]","(2, 1, 2)","[""(1, 1, 1)"", ""(1, 1, 2)"", ""(2, 1, 1)"", ""(2, 1, 2)""]",no complete country candidate row,no validation job evidence,ordinary specification was not covered by the original grid
ordinary_enhanced_candidate,Austria,ordinary,enhanced_ordinary_arima_p2_d1_q1,"(2, 1, 1)",overlap,complete,"[""code/04_models/arima/arima_screening.py"", ""results/arima/tables/arima_candidate_screening_training_2024.csv"", ""results/arima/tables/arima_shortlists_2024.csv"", ""results/arima/tables/arima_selected_2024.csv"", ""results/arima/validation_2024/full_validation/arima_validation_2024_forecasts.csv"", ""results/arima/validation_2024/full_validation/arima_validation_2024_jobs.csv"", ""results/arima/validation_2024/full_validation/arima_validation_2024_summary.csv""]",True,"[""(0, 1, 0)"", ""(1, 1, 0)"", ""(0, 1, 1)"", ""(1, 1, 1)"", ""(2, 1, 0)"", ""(0, 1, 2)"", ""(2, 1, 1)"", ""(1, 1, 2)"", ""(2, 1, 2)"", ""(3, 1, 0)"", ""(0, 1, 3)""]","(2, 1, 2)","[""(1, 1, 1)"", ""(1, 1, 2)"", ""(2, 1, 1)"", ""(2, 1, 2)""]",country candidate row complete,validation job evidence present,exact ordinary specification can reuse original training evidence
