path,model_family,purpose,row_count,countries,specifications,minimum_target_date,maximum_target_date,contains_2024_validation,contains_2025_testing,authority_status,source_file_size_bytes
results/arima/validation_2024/benchmark_workers_2/arima_validation_2024_jobs.csv,arima,Benchmark/runtime/fit diagnostic,12,"[""Austria"", ""Germany""]","[""arima_p2_d1_q0"", ""arima_p2_d1_q1"", ""arima_p2_d1_q2""]",2024-02-15,2024-10-27,True,False,benchmark,5901
results/arima/validation_2024/benchmark_workers_2/arima_validation_2024_summary.csv,arima,Benchmark/runtime/fit diagnostic,4,"[""Austria"", ""Germany""]","[""arima_p2_d1_q0"", ""arima_p2_d1_q1"", ""arima_p2_d1_q2""]",,,True,False,benchmark,517
results/arima/validation_2024/benchmark_workers_3/arima_validation_2024_forecasts.csv,arima,Benchmark/runtime/fit diagnostic,420,"[""Austria"", ""Germany""]","[""ARIMA"", ""arima_p2_d1_q0"", ""arima_p2_d1_q1"", ""arima_p2_d1_q2""]",2024-02-14,2024-10-27,True,False,benchmark,111659
results/arima/validation_2024/benchmark_workers_3/arima_validation_2024_jobs.csv,arima,Benchmark/runtime/fit diagnostic,12,"[""Austria"", ""Germany""]","[""arima_p2_d1_q0"", ""arima_p2_d1_q1"", ""arima_p2_d1_q2""]",2024-02-15,2024-10-27,True,False,benchmark,5901
results/arima/validation_2024/benchmark_workers_3/arima_validation_2024_summary.csv,arima,Benchmark/runtime/fit diagnostic,4,"[""Austria"", ""Germany""]","[""arima_p2_d1_q0"", ""arima_p2_d1_q1"", ""arima_p2_d1_q2""]",,,True,False,benchmark,517
results/arima/validation_2024/benchmark_workers_4/arima_validation_2024_forecasts.csv,arima,Benchmark/runtime/fit diagnostic,420,"[""Austria"", ""Germany""]","[""ARIMA"", ""arima_p2_d1_q0"", ""arima_p2_d1_q1"", ""arima_p2_d1_q2""]",2024-02-14,2024-10-27,True,False,benchmark,111659
results/arima/validation_2024/benchmark_workers_4/arima_validation_2024_jobs.csv,arima,Benchmark/runtime/fit diagnostic,12,"[""Austria"", ""Germany""]","[""arima_p2_d1_q0"", ""arima_p2_d1_q1"", ""arima_p2_d1_q2""]",2024-02-15,2024-10-27,True,False,benchmark,5901
results/arima/validation_2024/benchmark_workers_4/arima_validation_2024_summary.csv,arima,Benchmark/runtime/fit diagnostic,4,"[""Austria"", ""Germany""]","[""arima_p2_d1_q0"", ""arima_p2_d1_q1"", ""arima_p2_d1_q2""]",,,True,False,benchmark,517
results/arima/validation_2024/full_validation/arima_validation_2024_forecasts.csv,arima,Full 2024 validation artifact,51240,"[""Austria"", ""Germany""]","[""ARIMA"", ""arima_p2_d1_q0"", ""arima_p2_d1_q1"", ""arima_p2_d1_q2""]",2024-01-01,2024-12-31,True,False,authoritative,13590126
results/arima/validation_2024/full_validation/arima_validation_2024_jobs.csv,arima,Full 2024 validation artifact,1464,"[""Austria"", ""Germany""]","[""arima_p2_d1_q0"", ""arima_p2_d1_q1"", ""arima_p2_d1_q2""]",2024-01-01,2024-12-31,True,False,authoritative,699631
results/arima/validation_2024/full_validation/arima_validation_2024_summary.csv,arima,Full 2024 validation artifact,4,"[""Austria"", ""Germany""]","[""arima_p2_d1_q0"", ""arima_p2_d1_q1"", ""arima_p2_d1_q2""]",,,True,False,authoritative,547
results/arima/validation_2024/mini_validation/arima_validation_2024_forecasts.csv,arima,Mini validation or smoke artifact,420,"[""Austria"", ""Germany""]","[""ARIMA"", ""arima_p2_d1_q0"", ""arima_p2_d1_q1"", ""arima_p2_d1_q2""]",2024-02-14,2024-10-27,True,False,mini,111659
results/arima/validation_2024/mini_validation/arima_validation_2024_jobs.csv,arima,Mini validation or smoke artifact,12,"[""Austria"", ""Germany""]","[""arima_p2_d1_q0"", ""arima_p2_d1_q1"", ""arima_p2_d1_q2""]",2024-02-15,2024-10-27,True,False,mini,5901
results/arima/validation_2024/mini_validation/arima_validation_2024_summary.csv,arima,Mini validation or smoke artifact,4,"[""Austria"", ""Germany""]","[""arima_p2_d1_q0"", ""arima_p2_d1_q1"", ""arima_p2_d1_q2""]",,,True,False,mini,517
results/arima_sarima/tables/sarima_candidate_screening_training_2024.csv,arima_sarima,Selection/screening/table artifact,56,"[""Austria"", ""Germany""]","[""sarima_p0_d0_q0_P0_D1_Q0_s24"", ""sarima_p0_d0_q0_P0_D1_Q1_s24"", ""sarima_p0_d0_q0_P1_D1_Q0_s24"", ""sarima_p0_d0_q1_P0_D1_Q0_s24"", ""sarima_p0_d0_q1_P0_D1_Q1_s24"", ""sarima_p0_d0_q1_P1_D1_Q0_s24"", ""sarima_p0_d0_q2_P0_D1_Q0_s24"", ""sarima_p0_d1_q0_P0_D0_Q0_s24"", ""sarima_p0_d1_q0_P0_D0_Q1_s24"", ""sarima_p0_d1_q0_P1_D0_Q0_s24"", ""sarima_p0_d1_q1_P0_D0_Q0_s24"", ""sarima_p0_d1_q1_P0_D0_Q1_s24"", ""sarima_p0_d1_q1_P1_D0_Q0_s24"", ""sarima_p0_d1_q2_P0_D0_Q0_s24"", ""sarima_p1_d0_q0_P0_D1_Q0_s24"", ""sarima_p1_d0_q0_P0_D1_Q1_s24"", ""sarima_p1_d0_q0_P1_D1_Q0_s24"", ""sarima_p1_d0_q1_P0_D1_Q0_s24"", ""sarima_p1_d0_q1_P0_D1_Q1_s24"", ""sarima_p1_d0_q1_P1_D1_Q0_s24"", ""sarima_p1_d1_q0_P0_D0_Q0_s24"", ""sarima_p1_d1_q0_P0_D0_Q1_s24"", ""sarima_p1_d1_q0_P1_D0_Q0_s24"", ""sarima_p1_d1_q1_P0_D0_Q0_s24"", ""sarima_p1_d1_q1_P0_D0_Q1_s24"", ""sarima_p1_d1_q1_P1_D0_Q0_s24"", ""sarima_p2_d0_q0_P0_D1_Q0_s24"", ""sarima_p2_d1_q0_P0_D0_Q0_s24""]",,,True,False,authoritative,31004
results/arima_sarima/tables/sarima_candidate_screening_training_2024_revised.csv,arima_sarima,Selection/screening/table artifact,2,"[""Germany""]","[""a"", ""b""]",,,True,False,authoritative,656
results/arima_sarima/tables/sarima_differencing_diagnostics_2024.csv,arima_sarima,Diagnostic or comparison artifact,12,"[""Austria"", ""Germany""]",[],,,True,False,diagnostic,7332
results/arima_sarima/tables/sarima_residual_diagnostics_training_2024.csv,arima_sarima,Diagnostic or comparison artifact,2912,"[""Austria"", ""Germany""]","[""sarima_p0_d0_q0_P0_D1_Q0_s24"", ""sarima_p0_d0_q0_P0_D1_Q1_s24"", ""sarima_p0_d0_q0_P1_D1_Q0_s24"", ""sarima_p0_d0_q1_P0_D1_Q0_s24"", ""sarima_p0_d0_q1_P0_D1_Q1_s24"", ""sarima_p0_d0_q1_P1_D1_Q0_s24"", ""sarima_p0_d0_q2_P0_D1_Q0_s24"", ""sarima_p0_d1_q0_P0_D0_Q0_s24"", ""sarima_p0_d1_q0_P0_D0_Q1_s24"", ""sarima_p0_d1_q0_P1_D0_Q0_s24"", ""sarima_p0_d1_q1_P0_D0_Q0_s24"", ""sarima_p0_d1_q1_P0_D0_Q1_s24"", ""sarima_p0_d1_q1_P1_D0_Q0_s24"", ""sarima_p0_d1_q2_P0_D0_Q0_s24"", ""sarima_p1_d0_q0_P0_D1_Q0_s24"", ""sarima_p1_d0_q0_P0_D1_Q1_s24"", ""sarima_p1_d0_q0_P1_D1_Q0_s24"", ""sarima_p1_d0_q1_P0_D1_Q0_s24"", ""sarima_p1_d0_q1_P0_D1_Q1_s24"", ""sarima_p1_d0_q1_P1_D1_Q0_s24"", ""sarima_p1_d1_q0_P0_D0_Q0_s24"", ""sarima_p1_d1_q0_P0_D0_Q1_s24"", ""sarima_p1_d1_q0_P1_D0_Q0_s24"", ""sarima_p1_d1_q1_P0_D0_Q0_s24"", ""sarima_p1_d1_q1_P0_D0_Q1_s24"", ""sarima_p1_d1_q1_P1_D0_Q0_s24"", ""sarima_p2_d0_q0_P0_D1_Q0_s24"", ""sarima_p2_d1_q0_P0_D0_Q0_s24""]",,,True,False,diagnostic,544698
results/arima_sarima/tables/sarima_selected_2024.csv,arima_sarima,Selection/screening/table artifact,2,"[""Austria"", ""Germany""]",[],,,True,False,authoritative,108
results/arima_sarima/tables/sarima_shortlists_2024.csv,arima_sarima,Selection/screening/table artifact,4,"[""Austria"", ""Germany""]","[""sarima_p1_d0_q1_P1_D1_Q0_s24"", ""sarima_p1_d1_q1_P0_D0_Q1_s24"", ""sarima_p2_d0_q0_P0_D1_Q0_s24""]",,,True,False,authoritative,2613
results/arima_sarima/validation_2024/benchmark_workers_1/sarima_validation_2024_diagnostics.csv,arima_sarima,Benchmark/runtime/fit diagnostic,12,"[""Austria"", ""Germany""]","[""sarima_p1_d0_q1_P1_D1_Q0_s24"", ""sarima_p1_d1_q1_P0_D0_Q1_s24"", ""sarima_p2_d0_q0_P0_D1_Q0_s24""]",2024-02-15,2024-10-27,True,False,benchmark,26685
results/arima_sarima/validation_2024/benchmark_workers_1/sarima_validation_2024_forecasts.csv,arima_sarima,Benchmark/runtime/fit diagnostic,420,"[""Austria"", ""Germany""]","[""SARIMA"", ""sarima_p1_d0_q1_P1_D1_Q0_s24"", ""sarima_p1_d1_q1_P0_D0_Q1_s24"", ""sarima_p2_d0_q0_P0_D1_Q0_s24""]",2024-02-14,2024-10-27,True,False,benchmark,125565
results/arima_sarima/validation_2024/benchmark_workers_1/sarima_validation_2024_jobs.csv,arima_sarima,Benchmark/runtime/fit diagnostic,12,"[""Austria"", ""Germany""]","[""sarima_p1_d0_q1_P1_D1_Q0_s24"", ""sarima_p1_d1_q1_P0_D0_Q1_s24"", ""sarima_p2_d0_q0_P0_D1_Q0_s24""]",2024-02-15,2024-10-27,True,False,benchmark,28974
results/arima_sarima/validation_2024/benchmark_workers_1/sarima_validation_2024_summary.csv,arima_sarima,Benchmark/runtime/fit diagnostic,4,"[""Austria"", ""Germany""]","[""sarima_p1_d0_q1_P1_D1_Q0_s24"", ""sarima_p1_d1_q1_P0_D0_Q1_s24"", ""sarima_p2_d0_q0_P0_D1_Q0_s24""]",,,True,False,benchmark,642
results/arima_sarima/validation_2024/benchmark_workers_2/sarima_validation_2024_diagnostics.csv,arima_sarima,Benchmark/runtime/fit diagnostic,12,"[""Austria"", ""Germany""]","[""sarima_p1_d0_q1_P1_D1_Q0_s24"", ""sarima_p1_d1_q1_P0_D0_Q1_s24"", ""sarima_p2_d0_q0_P0_D1_Q0_s24""]",2024-02-15,2024-10-27,True,False,benchmark,26685
results/arima_sarima/validation_2024/benchmark_workers_2/sarima_validation_2024_forecasts.csv,arima_sarima,Benchmark/runtime/fit diagnostic,420,"[""Austria"", ""Germany""]","[""SARIMA"", ""sarima_p1_d0_q1_P1_D1_Q0_s24"", ""sarima_p1_d1_q1_P0_D0_Q1_s24"", ""sarima_p2_d0_q0_P0_D1_Q0_s24""]",2024-02-14,2024-10-27,True,False,benchmark,125565
results/arima_sarima/validation_2024/benchmark_workers_2/sarima_validation_2024_jobs.csv,arima_sarima,Benchmark/runtime/fit diagnostic,12,"[""Austria"", ""Germany""]","[""sarima_p1_d0_q1_P1_D1_Q0_s24"", ""sarima_p1_d1_q1_P0_D0_Q1_s24"", ""sarima_p2_d0_q0_P0_D1_Q0_s24""]",2024-02-15,2024-10-27,True,False,benchmark,28974
results/arima_sarima/validation_2024/benchmark_workers_2/sarima_validation_2024_summary.csv,arima_sarima,Benchmark/runtime/fit diagnostic,4,"[""Austria"", ""Germany""]","[""sarima_p1_d0_q1_P1_D1_Q0_s24"", ""sarima_p1_d1_q1_P0_D0_Q1_s24"", ""sarima_p2_d0_q0_P0_D1_Q0_s24""]",,,True,False,benchmark,642
results/arima_sarima/validation_2024/benchmark_workers_3/sarima_validation_2024_diagnostics.csv,arima_sarima,Benchmark/runtime/fit diagnostic,12,"[""Austria"", ""Germany""]","[""sarima_p1_d0_q1_P1_D1_Q0_s24"", ""sarima_p1_d1_q1_P0_D0_Q1_s24"", ""sarima_p2_d0_q0_P0_D1_Q0_s24""]",2024-02-15,2024-10-27,True,False,benchmark,26685
results/arima_sarima/validation_2024/benchmark_workers_3/sarima_validation_2024_forecasts.csv,arima_sarima,Benchmark/runtime/fit diagnostic,420,"[""Austria"", ""Germany""]","[""SARIMA"", ""sarima_p1_d0_q1_P1_D1_Q0_s24"", ""sarima_p1_d1_q1_P0_D0_Q1_s24"", ""sarima_p2_d0_q0_P0_D1_Q0_s24""]",2024-02-14,2024-10-27,True,False,benchmark,125565
results/arima_sarima/validation_2024/benchmark_workers_3/sarima_validation_2024_jobs.csv,arima_sarima,Benchmark/runtime/fit diagnostic,12,"[""Austria"", ""Germany""]","[""sarima_p1_d0_q1_P1_D1_Q0_s24"", ""sarima_p1_d1_q1_P0_D0_Q1_s24"", ""sarima_p2_d0_q0_P0_D1_Q0_s24""]",2024-02-15,2024-10-27,True,False,benchmark,28974
results/arima_sarima/validation_2024/benchmark_workers_3/sarima_validation_2024_summary.csv,arima_sarima,Benchmark/runtime/fit diagnostic,4,"[""Austria"", ""Germany""]","[""sarima_p1_d0_q1_P1_D1_Q0_s24"", ""sarima_p1_d1_q1_P0_D0_Q1_s24"", ""sarima_p2_d0_q0_P0_D1_Q0_s24""]",,,True,False,benchmark,642
results/arima_sarima/validation_2024/benchmark_workers_4/sarima_validation_2024_diagnostics.csv,arima_sarima,Benchmark/runtime/fit diagnostic,12,"[""Austria"", ""Germany""]","[""sarima_p1_d0_q1_P1_D1_Q0_s24"", ""sarima_p1_d1_q1_P0_D0_Q1_s24"", ""sarima_p2_d0_q0_P0_D1_Q0_s24""]",2024-02-15,2024-10-27,True,False,benchmark,26685
results/arima_sarima/validation_2024/benchmark_workers_4/sarima_validation_2024_forecasts.csv,arima_sarima,Benchmark/runtime/fit diagnostic,420,"[""Austria"", ""Germany""]","[""SARIMA"", ""sarima_p1_d0_q1_P1_D1_Q0_s24"", ""sarima_p1_d1_q1_P0_D0_Q1_s24"", ""sarima_p2_d0_q0_P0_D1_Q0_s24""]",2024-02-14,2024-10-27,True,False,benchmark,125565
results/arima_sarima/validation_2024/benchmark_workers_4/sarima_validation_2024_jobs.csv,arima_sarima,Benchmark/runtime/fit diagnostic,12,"[""Austria"", ""Germany""]","[""sarima_p1_d0_q1_P1_D1_Q0_s24"", ""sarima_p1_d1_q1_P0_D0_Q1_s24"", ""sarima_p2_d0_q0_P0_D1_Q0_s24""]",2024-02-15,2024-10-27,True,False,benchmark,28974
results/arima_sarima/validation_2024/benchmark_workers_4/sarima_validation_2024_summary.csv,arima_sarima,Benchmark/runtime/fit diagnostic,4,"[""Austria"", ""Germany""]","[""sarima_p1_d0_q1_P1_D1_Q0_s24"", ""sarima_p1_d1_q1_P0_D0_Q1_s24"", ""sarima_p2_d0_q0_P0_D1_Q0_s24""]",,,True,False,benchmark,642
results/arima_sarima/validation_2024/full_validation/sarima_validation_2024_diagnostics.csv,arima_sarima,Full 2024 validation artifact,1464,"[""Austria"", ""Germany""]","[""sarima_p1_d0_q1_P1_D1_Q0_s24"", ""sarima_p1_d1_q1_P0_D0_Q1_s24"", ""sarima_p2_d0_q0_P0_D1_Q0_s24""]",2024-01-01,2024-12-31,True,False,authoritative,3168311
results/arima_sarima/validation_2024/full_validation/sarima_validation_2024_forecasts.csv,arima_sarima,Full 2024 validation artifact,51240,"[""Austria"", ""Germany""]","[""SARIMA"", ""sarima_p1_d0_q1_P1_D1_Q0_s24"", ""sarima_p1_d1_q1_P0_D0_Q1_s24"", ""sarima_p2_d0_q0_P0_D1_Q0_s24""]",2024-01-01,2024-12-31,True,False,authoritative,15282271
results/arima_sarima/validation_2024/full_validation/sarima_validation_2024_jobs.csv,arima_sarima,Full 2024 validation artifact,1464,"[""Austria"", ""Germany""]","[""sarima_p1_d0_q1_P1_D1_Q0_s24"", ""sarima_p1_d1_q1_P0_D0_Q1_s24"", ""sarima_p2_d0_q0_P0_D1_Q0_s24""]",2024-01-01,2024-12-31,True,False,authoritative,3408974
results/arima_sarima/validation_2024/full_validation/sarima_validation_2024_summary.csv,arima_sarima,Full 2024 validation artifact,4,"[""Austria"", ""Germany""]","[""sarima_p1_d0_q1_P1_D1_Q0_s24"", ""sarima_p1_d1_q1_P0_D0_Q1_s24"", ""sarima_p2_d0_q0_P0_D1_Q0_s24""]",,,True,False,authoritative,672
results/arima_sarima/validation_2024/mini_validation/sarima_validation_2024_diagnostics.csv,arima_sarima,Mini validation or smoke artifact,12,"[""Austria"", ""Germany""]","[""sarima_p1_d0_q1_P1_D1_Q0_s24"", ""sarima_p1_d1_q1_P0_D0_Q1_s24"", ""sarima_p2_d0_q0_P0_D1_Q0_s24""]",2024-02-15,2024-10-27,True,False,mini,26690
results/arima_sarima/validation_2024/mini_validation/sarima_validation_2024_forecasts.csv,arima_sarima,Mini validation or smoke artifact,420,"[""Austria"", ""Germany""]","[""SARIMA"", ""sarima_p1_d0_q1_P1_D1_Q0_s24"", ""sarima_p1_d1_q1_P0_D0_Q1_s24"", ""sarima_p2_d0_q0_P0_D1_Q0_s24""]",2024-02-14,2024-10-27,True,False,mini,125574
results/arima_sarima/validation_2024/mini_validation/sarima_validation_2024_jobs.csv,arima_sarima,Mini validation or smoke artifact,12,"[""Austria"", ""Germany""]","[""sarima_p1_d0_q1_P1_D1_Q0_s24"", ""sarima_p1_d1_q1_P0_D0_Q1_s24"", ""sarima_p2_d0_q0_P0_D1_Q0_s24""]",2024-02-15,2024-10-27,True,False,mini,28980
results/arima_sarima/validation_2024/mini_validation/sarima_validation_2024_summary.csv,arima_sarima,Mini validation or smoke artifact,4,"[""Austria"", ""Germany""]","[""sarima_p1_d0_q1_P1_D1_Q0_s24"", ""sarima_p1_d1_q1_P0_D0_Q1_s24"", ""sarima_p2_d0_q0_P0_D1_Q0_s24""]",,,True,False,mini,641
results/arima_sarimax/validation_2024/fixed_state_mini/sarimax_fixed_state_specifications_2024.csv,arima_sarimax,Mini validation or smoke artifact,2,[],"[""sarimax_calendar"", ""sarimax_calendar_crisis""]",,,True,False,mini,1273
results/arima_sarimax/validation_2024/fixed_state_mini/sarimax_fixed_state_validation_2024_summary.csv,arima_sarimax,Mini validation or smoke artifact,4,"[""Austria"", ""Germany""]","[""SARIMAX"", ""sarimax_calendar"", ""sarimax_calendar_crisis""]",,,True,False,mini,440
results/arima_sarimax/validation_2024/fixed_state_mini_four_workers/sarimax_fixed_state_specifications_2024.csv,arima_sarimax,Mini validation or smoke artifact,2,[],"[""sarimax_calendar"", ""sarimax_calendar_crisis""]",,,True,False,mini,1273
results/arima_sarimax/validation_2024/mini_validation/sarimax_specifications_2024.csv,arima_sarimax,Mini validation or smoke artifact,2,[],"[""sarimax_calendar"", ""sarimax_calendar_crisis""]",,,True,False,mini,1273
results/arima_sarimax/validation_2024/mini_validation/sarimax_validation_2024_summary.csv,arima_sarimax,Mini validation or smoke artifact,4,"[""Austria"", ""Germany""]","[""SARIMAX"", ""sarimax_calendar"", ""sarimax_calendar_crisis""]",,,True,False,mini,440
results/arima_sarimax/validation_2024/sarimax_fixed_state_runtime_segments.jsonl,arima_sarimax,Benchmark/runtime/fit diagnostic,14,[],[],,,False,False,benchmark,3521
results/arima_sarimax/validation_2024/sarimax_full_fit_benchmark.json,arima_sarimax,Benchmark/runtime/fit diagnostic,1,[],[],,,False,False,benchmark,645
results/arima_sarimax/validation_2024/sarimax_full_fit_continuation_benchmark.json,arima_sarimax,Benchmark/runtime/fit diagnostic,1,[],[],,,False,False,benchmark,1032
results/arima_sarimax/validation_2024/sarimax_full_fit_final_benchmark.json,arima_sarimax,Benchmark/runtime/fit diagnostic,1,[],[],,,False,False,benchmark,1117
results/arima_sarimax/validation_2024/sarimax_full_fit_final_parameter_vector.json,arima_sarimax,Benchmark/runtime/fit diagnostic,1,[],[],,,False,False,benchmark,1229
results/arima_sarimax/validation_2024/sarimax_full_fit_progress.json,arima_sarimax,Benchmark/runtime/fit diagnostic,1,[],[],,,False,False,benchmark,1237
results/arima_sarimax/validation_2024/sarimax_runtime_segments.jsonl,arima_sarimax,Benchmark/runtime/fit diagnostic,4,[],[],,,False,False,benchmark,1500
results/baselines/forecasts/baseline_forecasts_2024.csv,baselines,Analysis output,102480,"[""Austria"", ""Germany""]","[""Average hour-of-week profile"", ""Daily seasonal naive"", ""Naive"", ""Weekly seasonal naive""]",2024-01-01,2024-12-31,True,False,analysis,26913473
results/baselines/tables/baseline_validation_2024.csv,baselines,Full 2024 validation artifact,8,"[""Austria"", ""Germany""]","[""Average hour-of-week profile"", ""Daily seasonal naive"", ""Naive"", ""Weekly seasonal naive""]",,,True,False,authoritative,1837
results/baselines/tables/validation_failures.csv,baselines,Diagnostic or comparison artifact,0,[],[],,,False,False,diagnostic,59
results/exponential_smoothing/holt_winters/benchmark_2024_workers_1/holt_winters_validation_2024_forecasts.csv,exponential_smoothing,Benchmark/runtime/fit diagnostic,840,"[""Austria"", ""Germany""]","[""Holt-Winters"", ""hw_add_s168_damped"", ""hw_add_s24_damped"", ""hw_mul_s168_damped"", ""hw_mul_s24_damped""]",2024-01-14,2024-10-27,True,False,benchmark,248611
results/exponential_smoothing/holt_winters/benchmark_2024_workers_1/holt_winters_validation_2024_jobs.csv,exponential_smoothing,Benchmark/runtime/fit diagnostic,24,"[""Austria"", ""Germany""]","[""hw_add_s168_damped"", ""hw_add_s24_damped"", ""hw_mul_s168_damped"", ""hw_mul_s24_damped""]",2024-01-15,2024-10-27,True,False,benchmark,21017
results/exponential_smoothing/holt_winters/benchmark_2024_workers_1/holt_winters_validation_2024_summary.csv,exponential_smoothing,Benchmark/runtime/fit diagnostic,8,"[""Austria"", ""Germany""]","[""hw_add_s168_damped"", ""hw_add_s24_damped"", ""hw_mul_s168_damped"", ""hw_mul_s24_damped""]",,,True,False,benchmark,1018
results/exponential_smoothing/holt_winters/benchmark_2024_workers_2/holt_winters_validation_2024_forecasts.csv,exponential_smoothing,Benchmark/runtime/fit diagnostic,840,"[""Austria"", ""Germany""]","[""Holt-Winters"", ""hw_add_s168_damped"", ""hw_add_s24_damped"", ""hw_mul_s168_damped"", ""hw_mul_s24_damped""]",2024-01-14,2024-10-27,True,False,benchmark,248345
results/exponential_smoothing/holt_winters/benchmark_2024_workers_2/holt_winters_validation_2024_jobs.csv,exponential_smoothing,Benchmark/runtime/fit diagnostic,24,"[""Austria"", ""Germany""]","[""hw_add_s168_damped"", ""hw_add_s24_damped"", ""hw_mul_s168_damped"", ""hw_mul_s24_damped""]",2024-01-15,2024-10-27,True,False,benchmark,21005
results/exponential_smoothing/holt_winters/benchmark_2024_workers_2/holt_winters_validation_2024_summary.csv,exponential_smoothing,Benchmark/runtime/fit diagnostic,8,"[""Austria"", ""Germany""]","[""hw_add_s168_damped"", ""hw_add_s24_damped"", ""hw_mul_s168_damped"", ""hw_mul_s24_damped""]",,,True,False,benchmark,1018
results/exponential_smoothing/holt_winters/benchmark_2024_workers_4/holt_winters_validation_2024_forecasts.csv,exponential_smoothing,Benchmark/runtime/fit diagnostic,840,"[""Austria"", ""Germany""]","[""Holt-Winters"", ""hw_add_s168_damped"", ""hw_add_s24_damped"", ""hw_mul_s168_damped"", ""hw_mul_s24_damped""]",2024-01-14,2024-10-27,True,False,benchmark,248481
results/exponential_smoothing/holt_winters/benchmark_2024_workers_4/holt_winters_validation_2024_jobs.csv,exponential_smoothing,Benchmark/runtime/fit diagnostic,24,"[""Austria"", ""Germany""]","[""hw_add_s168_damped"", ""hw_add_s24_damped"", ""hw_mul_s168_damped"", ""hw_mul_s24_damped""]",2024-01-15,2024-10-27,True,False,benchmark,21010
results/exponential_smoothing/holt_winters/benchmark_2024_workers_4/holt_winters_validation_2024_summary.csv,exponential_smoothing,Benchmark/runtime/fit diagnostic,8,"[""Austria"", ""Germany""]","[""hw_add_s168_damped"", ""hw_add_s24_damped"", ""hw_mul_s168_damped"", ""hw_mul_s24_damped""]",,,True,False,benchmark,1018
