country,target_date,specification_id,diagnostic_type,fit_status,convergence_status,converged,optimizer_iterations,optimizer_function_calls,optimizer_message,optimizer_gradient_norm,parameters_finite,standard_errors_finite,forecast_valid,forecast_error_message,nobs,effective_nobs,n_params,log_likelihood,aic,aicc,bic,ar_root_minimum,ma_root_minimum,stationarity_ok,invertibility_ok,warning_messages,hard_warning_messages,optimizer_retry_count,residual_burn_in,residual_state_space_loglikelihood_burn,residual_conservative_burn_in,residual_n_effective,residual_adequacy_rejected,residual_rejected,residual_adequacy_reason,residual_rejection_reason,residual_diagnostic_warnings,residual_acf_values,residual_acf_threshold,residual_acf_flagged_lags,residual_ljung_box_statistics,residual_ljung_box_pvalues,status,error_message,analysis_label,runtime_seconds,reused_authoritative,reuse_source,residual_acf_168,residual_acf_168_flagged,worker_pid
Austria,2024-03-10,sarima_p3_d0_q0_P0_D1_Q0_s24,sarima_fit_and_residual,success,converged,True,,,,,True,True,True,,36704,36680,4,-229707.99130791728,459423.98261583457,459423.9837064958,459458.02256354,1.0749406959747958,inf,True,True,"[""DeprecationWarning: Setting the shape on a NumPy array has been deprecated in NumPy 2.5.\nAs an alternative, you can create a new view using np.reshape (with copy=False if needed).""]",[],0,48,24,48,36656,True,True,joint Ljung-Box and residual ACF rule,joint Ljung-Box and residual ACF rule,[],"{""1"": -0.01293251306871273, ""2"": 0.0511170544015935, ""3"": -0.060468790023319154, ""4"": -0.020211044798769586, ""5"": 0.015021368669309398, ""6"": 0.013913566798787774, ""7"": 0.07088188715770158, ""8"": 0.021901984519899737, ""9"": 0.029935919928733547, ""10"": 0.0007303438622190218, ""11"": 0.030725541664786013, ""12"": 0.04046247608313338, ""13"": 0.007340247913835171, ""14"": -0.034296264565612876, ""15"": -0.06675111643630846, ""16"": -0.04561597633419146, ""17"": -0.010289433504266967, ""18"": 0.004527820630542241, ""19"": 0.01936893763864029, ""20"": 0.017210277434541937, ""21"": 0.016986254065457455, ""22"": -0.04603793444368342, ""23"": 0.08826575706821262, ""24"": -0.30963406158169576, ""25"": 0.08882776320840649, ""26"": -0.01901054907588919, ""27"": 0.01067434796306956, ""28"": -0.014842166116639558, ""29"": -0.013846153683062709, ""30"": 0.004905317656703408, ""31"": -0.020195896529699695, ""32"": 0.03578079211041862, ""33"": 0.009251706113429323, ""34"": 0.030271080362349535, ""35"": -0.007747129807251147, ""36"": -0.02741567070247574, ""37"": -0.014568678414573601, ""38"": -0.004523167031232269, ""39"": 0.016087476704749283, ""40"": -0.011222447043825799, ""41"": -0.01766608690844979, ""42"": -0.0002754994510944618, ""43"": -0.014462700547855608, ""44"": 0.005995772737541018, ""45"": 0.005591223826940607, ""46"": 0.009078695392549798, ""47"": -0.07703787507017784, ""48"": -0.15086953323551214}",0.05,"[2, 3, 7, 15, 23, 24, 25, 47, 48]","{""24"": 4800.665590701252, ""48"": 6352.637510858614}","{""24"": 0.0, ""48"": 0.0}",completed,,enhanced/post-hoc SARIMA robustness analysis,6.627832419006154,False,,0.3500539530373491,True,635408
Austria,2024-03-31,sarima_p1_d0_q0_P0_D1_Q0_s24,sarima_fit_and_residual,success,converged,True,,,,,True,True,True,,37208,37184,2,-242731.99996116213,485467.99992232426,485468.00024506974,485485.04719000467,1.022522146654607,inf,True,True,"[""DeprecationWarning: Setting the shape on a NumPy array has been deprecated in NumPy 2.5.\nAs an alternative, you can create a new view using np.reshape (with copy=False if needed).""]",[],0,48,24,48,37160,True,True,joint Ljung-Box and residual ACF rule,joint Ljung-Box and residual ACF rule,[],"{""1"": 0.6147706807850228, ""2"": 0.24827421212658546, ""3"": 8.01790962692814e-05, ""4"": -0.0745676879738019, ""5"": -0.05328474667745994, ""6"": -0.00578077123476075, ""7"": 0.04050301190838731, ""8"": 0.03931632768616548, ""9"": 0.030411276472509123, ""10"": 0.02000188101501579, ""11"": 0.02499644836211612, ""12"": 0.010680597320934982, ""13"": -0.044104131086304454, ""14"": -0.11275359442621284, ""15"": -0.1526579894254809, ""16"": -0.13383059067278358, ""17"": -0.07825744943073244, ""18"": -0.02316129336232704, ""19"": 0.013684522421963111, ""20"": 0.018913557902608097, ""21"": -0.0072664910513158066, ""22"": -0.06393791942247695, ""23"": -0.11809271669516871, ""24"": -0.22916667157304246, ""25"": -0.10585593438345475, ""26"": -0.04757475703197597, ""27"": -0.017150226052638058, ""28"": -0.01551452795591346, ""29"": -0.01093772821624139, ""30"": 0.003753123126708986, ""31"": 0.01980714931612443, ""32"": 0.05254147681254451, ""33"": 0.058225092796232336, ""34"": 0.04825328977019188, ""35"": 0.012365623764401437, ""36"": -0.015365979837714209, ""37"": -0.014374645021972228, ""38"": 0.0009975259095182513, ""39"": 0.013684885738914373, ""40"": 0.00493090067346465, ""41"": -0.0008399986763632688, ""42"": 0.00506290487010159, ""43"": 0.009624287058787461, ""44"": 0.014392028242833236, ""45"": -0.0072736058244958065, ""46"": -0.07137390996677043, ""47"": -0.17694194292000173, ""48"": -0.23613274772603968}",0.05,"[1, 2, 4, 5, 14, 15, 16, 17, 22, 23, 24, 25, 32, 33, 46, 47, 48]","{""24"": 21815.44109380839, ""48"": 26144.601121651554}","{""24"": 0.0, ""48"": 0.0}",completed,,enhanced/post-hoc SARIMA robustness analysis,2.940338538988726,False,,0.5404888980838196,True,635411
Austria,2024-03-31,sarima_p1_d0_q0_P1_D1_Q0_s24,sarima_fit_and_residual,success,converged,True,,,,,True,True,True,,37208,37184,3,-241724.07623444934,483454.1524688987,483454.15311440703,483479.7233704193,1.0208941956405255,inf,True,True,"[""DeprecationWarning: Setting the shape on a NumPy array has been deprecated in NumPy 2.5.\nAs an alternative, you can create a new view using np.reshape (with copy=False if needed).""]",[],0,49,24,49,37159,True,True,joint Ljung-Box and residual ACF rule,joint Ljung-Box and residual ACF rule,[],"{""1"": 0.6282213935288683, ""2"": 0.247649088188735, ""3"": -0.007368272781594286, ""4"": -0.08360405842866113, ""5"": -0.060017334265043645, ""6"": -0.01247707470213501, ""7"": 0.029624151626740376, ""8"": 0.022818904638819033, ""9"": 0.009798252610866035, ""10"": 0.005586540272148968, ""11"": 0.019199024600555253, ""12"": 0.009914462234809057, ""13"": -0.04728636885183036, ""14"": -0.1211087300291741, ""15"": -0.15983814112070785, ""16"": -0.13877943721714275, ""17"": -0.07795622681997061, ""18"": -0.026388370843638903, ""19"": 0.004252720125432052, ""20"": 0.006091971127085283, ""21"": -0.010176944474853915, ""22"": -0.02852351648237921, ""23"": -0.02539454035996945, ""24"": -0.06973625771391317, ""25"": -0.011590882544140549, ""26"": -0.009718564944764762, ""27"": -0.019152333220580218, ""28"": -0.029064130449977743, ""29"": -0.022653351592435013, ""30"": 0.0001413695460552482, ""31"": 0.027012625503860466, ""32"": 0.06268884420618419, ""33"": 0.06918075026165826, ""34"": 0.05570299423510583, ""35"": 0.018550724130959855, ""36"": -0.012664392732229813, ""37"": -0.020485837542604888, ""38"": -0.01616751607158583, ""39"": -0.008899731923210637, ""40"": -0.01576647690729155, ""41"": -0.01378943078263688, ""42"": 0.0028809054468026925, ""43"": 0.01629817712722305, ""44"": 0.025263234591838508, ""45"": -0.004217030886163522, ""46"": -0.09178980475227497, ""47"": -0.22786042960187938, ""48"": -0.3243638282522412}",0.05,"[1, 2, 4, 5, 14, 15, 16, 17, 24, 32, 33, 34, 46, 47, 48]","{""24"": 20208.12486368996, ""48"": 27005.63906642599}","{""24"": 0.0, ""48"": 0.0}",completed,,enhanced/post-hoc SARIMA robustness analysis,25.366436726006214,False,,0.5860201561505648,True,635413
Austria,2024-03-31,sarima_p1_d0_q1_P0_D1_Q0_s24,sarima_fit_and_residual,success,converged,True,,,,,True,True,True,,37208,37184,3,-235109.2047398299,470224.4094796598,470224.41012516816,470249.9803811804,1.0359341164359341,1.7822426312482835,True,True,"[""DeprecationWarning: Setting the shape on a NumPy array has been deprecated in NumPy 2.5.\nAs an alternative, you can create a new view using np.reshape (with copy=False if needed).""]",[],0,48,24,48,37160,True,True,joint Ljung-Box and residual ACF rule,joint Ljung-Box and residual ACF rule,[],"{""1"": 0.1752261580856966, ""2"": 0.2624462537139497, ""3"": -0.08952399404980461, ""4"": -0.011579699279553638, ""5"": -0.04249389750465228, ""6"": 0.005890280976789228, ""7"": 0.04681899358812347, ""8"": 0.02273981406177381, ""9"": 0.03272655889875455, ""10"": 0.007396247498652722, ""11"": 0.026735789854005487, ""12"": 0.017441592254430864, ""13"": -0.020565959574111427, ""14"": -0.06979524063037143, ""15"": -0.1006163210010061, ""16"": -0.08702069721759483, ""17"": -0.040141632733592725, ""18"": -0.01816042151225572, ""19"": 0.027796144080779656, ""20"": -0.005813744380677188, ""21"": 0.039327973936816765, ""22"": -0.10364266975555413, ""23"": 0.03473893549140583, ""24"": -0.29127566393072396, ""25"": 0.03915704768493624, ""26"": -0.08341970369328279, ""27"": 0.02718093700440184, ""28"": -0.029275092633971725, ""29"": -0.0035784687348632913, ""30"": 0.004438875596810697, ""31"": -0.001456982773374962, ""32"": 0.046548190223347496, ""33"": 0.0262771256362833, ""34"": 0.04036931968197221, ""35"": 0.00064185999654188, ""36"": -0.01601501565586975, ""37"": -0.01137036667010896, ""38"": -0.0036484529950166827, ""39"": 0.01363501981248613, ""40"": -0.001667196185997385, ""41"": -0.0069653998800479205, ""42"": 0.004766223952049656, ""43"": -0.002487224504940869, ""44"": 0.014148042639485875, ""45"": -0.005668014425861903, ""46"": -0.03402156370820802, ""47"": -0.11820906304752694, ""48"": -0.17265300493721725}",0.05,"[1, 2, 3, 14, 15, 16, 22, 24, 26, 47, 48]","{""24"": 8866.114935691581, ""48"": 11115.0485584643}","{""24"": 0.0, ""48"": 0.0}",completed,,enhanced/post-hoc SARIMA robustness analysis,8.341469947976293,False,,0.4117002300707049,True,635411
Austria,2024-03-31,sarima_p1_d0_q1_P0_D1_Q1_s24,sarima_fit_and_residual,failed,converged,True,,,,,True,True,True,,37208,37184,4,-229283.22105495946,458574.4421099189,458574.4431857951,458608.5366452798,1.0278191658427498,1.0076802839874448,True,False,"[""DeprecationWarning: Setting the shape on a NumPy array has been deprecated in NumPy 2.5.\nAs an alternative, you can create a new view using np.reshape (with copy=False if needed).""]",[],0,50,24,50,37158,True,True,joint Ljung-Box and residual ACF rule,joint Ljung-Box and residual ACF rule,[],"{""1"": 0.18629607827603403, ""2"": 0.2519568098681833, ""3"": -0.11716989490951489, ""4"": -0.01908598691089541, ""5"": -0.06228062893671757, ""6"": -0.015106722465882945, ""7"": 0.018872054966907068, ""8"": -0.017280167320881466, ""9"": -0.005910843833517394, ""10"": -0.03747853707812186, ""11"": 0.029270045560594662, ""12"": 0.010121172834872525, ""13"": -0.0038467304344404793, ""14"": -0.10008533516322374, ""15"": -0.09196413718694658, ""16"": -0.10004862040906298, ""17"": -0.033606695985950154, ""18"": -0.02801427309925894, ""19"": -0.0060311569079962695, ""20"": -0.002497022560575575, ""21"": -0.025498631146893536, ""22"": 0.025270174062289843, ""23"": 0.06973279092447339, ""24"": 0.19302375290400314, ""25"": 0.07272782041755496, ""26"": 0.04515228681747973, ""27"": -0.038381239443290485, ""28"": -0.02218817962243253, ""29"": -0.03551276301851788, ""30"": -0.008691590608462575, ""31"": 0.005076688392042088, ""32"": 0.034756997540805044, ""33"": 0.03297994297214012, ""34"": 0.01857622275936075, ""35"": 0.025058122075915883, ""36"": -0.012466096194549704, ""37"": 0.00013929839781653015, ""38"": -0.04889281612342416, ""39"": -0.015918526815696877, ""40"": -0.041259149524587466, ""41"": -0.02250597443611104, ""42"": -0.007325331098388113, ""43"": 0.0010318708304254006, ""44"": 0.03186738900800803, ""45"": -0.007991659695127712, ""46"": -0.018398284469136376, ""47"": -0.11750979473107813, ""48"": -0.11683680302005124}",0.05,"[1, 2, 3, 5, 14, 15, 16, 23, 24, 25, 47, 48]","{""24"": 7185.05932075327, ""48"": 8965.671395134974}","{""24"": 0.0, ""48"": 0.0}",failed,combined MA roots fail invertibility threshold,enhanced/post-hoc SARIMA robustness analysis,55.04809972899966,False,,,False,635408
Austria,2024-03-31,sarima_p1_d0_q1_P1_D1_Q0_s24,sarima_fit_and_residual,success,converged,True,,,,,True,True,True,,37208,37184,4,-233413.9960836832,466835.9921673664,466835.9932432426,466870.0867027273,1.0321827289786656,1.6915123204810198,True,True,"[""DeprecationWarning: Setting the shape on a NumPy array has been deprecated in NumPy 2.5.\nAs an alternative, you can create a new view using np.reshape (with copy=False if needed).""]",[],0,50,24,50,37158,True,True,joint Ljung-Box and residual ACF rule,joint Ljung-Box and residual ACF rule,[],"{""1"": 0.19132002462342348, ""2"": 0.26252530697400805, ""3"": -0.10271430698345127, ""4"": -0.016791118136521822, ""5"": -0.05106797039520572, ""6"": 0.0029948604014020715, ""7"": 0.03681292198198687, ""8"": 0.011037234931265558, ""9"": 0.012051231200534503, ""10"": -0.0036549627711297025, ""11"": 0.023069491897140738, ""12"": 0.018296559300678982, ""13"": -0.01987496666545258, ""14"": -0.08180967677812484, ""15"": -0.10175178178666242, ""16"": -0.09658961948433684, ""17"": -0.03276752755416779, ""18"": -0.021050356068547108, ""19"": 0.020018992391541056, ""20"": -0.010746104556006913, ""21"": 0.019701280321026374, ""22"": -0.05499948766636232, ""23"": 0.0655769550227988, ""24"": -0.08346242864679959, ""25"": 0.0703816293167734, ""26"": -0.030195983927374024, ""27"": 0.006168256364956092, ""28"": -0.032559335350811625, ""29"": -0.016198351896018454, ""30"": 0.00266515689591691, ""31"": 0.008619424321060196, ""32"": 0.05433372698678975, ""33"": 0.03918089714639939, ""34"": 0.04486543439470732, ""35"": 0.00801362774249739, ""36"": -0.013074808864678643, ""37"": -0.013765134176633893, ""38"": -0.019486537909896972, ""39"": -0.00395534506501115, ""40"": -0.019799906564571684, ""41"": -0.01670769674990629, ""42"": 0.0022921550748012387, ""43"": 0.006972675570138534, ""44"": 0.01840192442356749, ""45"": 0.013447753997411589, ""46"": -0.07110285215658649, ""47"": -0.12206893245757051, ""48"": -0.3026539979476729}",0.05,"[1, 2, 3, 5, 14, 15, 16, 22, 23, 24, 25, 32, 46, 47, 48]","{""24"": 6130.855375488166, ""48"": 10871.899958827427}","{""24"": 0.0, ""48"": 0.0}",completed,,enhanced/post-hoc SARIMA robustness analysis,,True,/root/electricity-demand-thesis/results/arima_sarima/validation_2024/full_validation,,False,
Austria,2024-03-31,sarima_p1_d0_q2_P0_D1_Q0_s24,sarima_fit_and_residual,success,converged,True,,,,,True,True,True,,37208,37184,4,-232942.31823468674,465892.6364693735,465892.63754524966,465926.73100473435,1.055016565013988,1.7012535999762453,True,True,"[""DeprecationWarning: Setting the shape on a NumPy array has been deprecated in NumPy 2.5.\nAs an alternative, you can create a new view using np.reshape (with copy=False if needed).""]",[],0,48,24,48,37160,True,True,joint Ljung-Box and residual ACF rule,joint Ljung-Box and residual ACF rule,[],"{""1"": 0.03739670188919946, ""2"": 0.05173844612377991, ""3"": 0.05689141783477564, ""4"": -0.07986424348770545, ""5"": 0.005047307532842021, ""6"": 0.01535671154992444, ""7"": 0.047457885780146813, ""8"": 0.024805577293370913, ""9"": 0.02950527916495963, ""10"": 0.0049146414276233785, ""11"": 0.025095087806608133, ""12"": 0.031124449805689024, ""13"": -0.0076225947355404245, ""14"": -0.04239097985384461, ""15"": -0.07553332637888392, ""16"": -0.059321278865216154, ""17"": -0.015578258356367709, ""18"": -0.007809709807033595, ""19"": 0.007852382400434822, ""20"": 0.04384860610555911, ""21"": -0.02780122968661017, ""22"": -0.03361676141498894, ""23"": 0.07093169535324514, ""24"": -0.30556014951499716, ""25"": 0.06607124916245272, ""26"": -0.007935999092975831, ""27"": -0.032953839060909845, ""28"": 0.007877439946238355, ""29"": -0.012792551745013425, ""30"": 0.0013724786446688752, ""31"": -0.008403960155521141, ""32"": 0.036241158118259585, ""33"": 0.014893690538995936, ""34"": 0.030234320102775224, ""35"": -0.0009874092573005275, ""36"": -0.02305680314843396, ""37"": -0.010469460069933692, ""38"": -0.006193361272615309, ""39"": 0.015935792698490724, ""40"": -0.008669787725886795, ""41"": -0.01262800697257051, ""42"": 0.0029999160354039424, ""43"": -0.0071053187306925406, ""44"": 0.0068857198693077935, ""45"": -0.005897580409951428, ""46"": -0.005668628968095535, ""47"": -0.08175470211148583, ""48"": -0.15972702713860995}",0.05,"[2, 3, 4, 15, 16, 23, 24, 25, 47, 48]","{""24"": 4944.547590247346, ""48"": 6499.794238489704}","{""24"": 0.0, ""48"": 0.0}",completed,,enhanced/post-hoc SARIMA robustness analysis,7.409029589995043,False,,0.3608163620132939,True,635412
Austria,2024-03-31,sarima_p2_d0_q0_P0_D1_Q0_s24,sarima_fit_and_residual,success,converged,True,,,,,True,True,True,,37208,37184,3,-233366.24591610467,466738.49183220934,466738.4924777177,466764.06273372995,1.1397868778564677,inf,True,True,"[""DeprecationWarning: Setting the shape on a NumPy array has been deprecated in NumPy 2.5.\nAs an alternative, you can create a new view using np.reshape (with copy=False if needed).""]",[],0,48,24,48,37160,True,True,joint Ljung-Box and residual ACF rule,joint Ljung-Box and residual ACF rule,[],"{""1"": 0.10908477432139742, ""2"": -0.04852392795783221, ""3"": -0.14366986656271005, ""4"": -0.07407942668914125, ""5"": 0.0003112853833780048, ""6"": 0.033593384693589474, ""7"": 0.08667389832818807, ""8"": 0.04200001992639885, ""9"": 0.0317538808598854, ""10"": 0.00993869819168048, ""11"": 0.0449726111844807, ""12"": 0.06294998073270154, ""13"": 0.024736699628040416, ""14"": -0.0322881532392766, ""15"": -0.07178091990020227, ""16"": -0.04779577105699585, ""17"": -0.0023607300517131035, ""18"": 0.02254336680151723, ""19"": 0.040313754095588135, ""20"": 0.039403364402714684, ""21"": 0.03331937940241298, ""22"": -0.010936115539888061, ""23"": 0.04340296859588861, ""24"": -0.28199178312106254, ""25"": 0.05187678286252122, ""26"": 0.01991275534801381, ""27"": 0.024706246686335087, ""28"": -0.009144487040040533, ""29"": -0.01643343481481742, ""30"": -0.005438771765239838, ""31"": -0.019782360456048656, ""32"": 0.030742994396844147, ""33"": 0.018960206141077046, ""34"": 0.02791710333959701, ""35"": -0.013783309491172334, ""36"": -0.04008969112423073, ""37"": -0.02541379002231661, ""38"": -0.005837320953341054, ""39"": 0.015171885321568362, ""40"": -0.012641857777559782, ""41"": -0.02331809475151978, ""42"": -0.009429788094834822, ""43"": -0.011152787364734943, ""44"": 0.01696044685254749, ""45"": 0.030268718673290097, ""46"": 0.01975357754680033, ""47"": -0.08849161703502197, ""48"": -0.17362191069113042}",0.05,"[1, 3, 4, 7, 12, 15, 24, 25, 47, 48]","{""24"": 5699.229644140235, ""48"": 7550.259805801261}","{""24"": 0.0, ""48"": 0.0}",completed,,enhanced/post-hoc SARIMA robustness analysis,4.049976854992565,False,,0.39565589543395424,True,635411
Austria,2024-03-31,sarima_p2_d0_q0_P1_D1_Q0_s24,sarima_fit_and_residual,success,converged,True,,,,,True,True,True,,37208,37184,4,-231806.53101252168,463621.06202504336,463621.06310091953,463655.1565604042,1.0536696342750473,inf,True,True,"[""DeprecationWarning: Setting the shape on a NumPy array has been deprecated in NumPy 2.5.\nAs an alternative, you can create a new view using np.reshape (with copy=False if needed).""]",[],0,50,24,50,37158,True,True,joint Ljung-Box and residual ACF rule,joint Ljung-Box and residual ACF rule,[],"{""1"": 0.1418484298826239, ""2"": -0.06955460200380179, ""3"": -0.16439912293014086, ""4"": -0.08772106621778218, ""5"": -8.349156443786671e-06, ""6"": 0.03770912015973342, ""7"": 0.08912905624436428, ""8"": 0.03752567231912078, ""9"": 0.01456237098571222, ""10"": 0.004224054749734818, ""11"": 0.051562511905199546, ""12"": 0.07760335645326036, ""13"": 0.031813675745107454, ""14"": -0.040208506251585834, ""15"": -0.07319247873339646, ""16"": -0.04986816528653208, ""17"": 0.015131655074014648, ""18"": 0.03217467250555039, ""19"": 0.042389664039288504, ""20"": 0.026843157825220263, ""21"": 0.0020594944314655896, ""22"": -0.02404778556876076, ""23"": 0.056983423802235936, ""24"": -0.078532014149172, ""25"": 0.06711798443315559, ""26"": 0.012312417456989308, ""27"": -0.006190444590691527, ""28"": -0.023637446429217744, ""29"": -0.021684814506365238, ""30"": -0.004469254201152146, ""31"": -0.0038645494967366333, ""32"": 0.04114897985750954, ""33"": 0.031365620077897755, ""34"": 0.030931144970397062, ""35"": -0.007066814451132951, ""36"": -0.031123028198547557, ""37"": -0.02174289415829385, ""38"": -0.014355048949911875, ""39"": 0.004109801931518875, ""40"": -0.02315291539960051, ""41"": -0.029442495896494728, ""42"": -0.0065501141464155135, ""43"": -0.0034341422077833086, ""44"": 0.03679786805348565, ""45"": 0.054717814245624274, ""46"": 0.028507338215021043, ""47"": -0.08984496446062389, ""48"": -0.2986198055617992}",0.05,"[1, 2, 3, 4, 7, 11, 12, 15, 23, 24, 25, 45, 47, 48]","{""24"": 3851.20038447484, ""48"": 8128.809818971277}","{""24"": 0.0, ""48"": 0.0}",completed,,enhanced/post-hoc SARIMA robustness analysis,35.54791215999285,False,,0.455551089798096,True,635412
Austria,2024-03-31,sarima_p2_d0_q1_P0_D1_Q0_s24,sarima_fit_and_residual,success,converged,True,,,,,True,True,True,,37208,37184,4,-232926.37240170385,465860.7448034077,465860.7458792839,465894.83933876856,1.0929958728220908,4.81625051027511,True,True,"[""DeprecationWarning: Setting the shape on a NumPy array has been deprecated in NumPy 2.5.\nAs an alternative, you can create a new view using np.reshape (with copy=False if needed).""]",[],0,48,24,48,37160,True,True,joint Ljung-Box and residual ACF rule,joint Ljung-Box and residual ACF rule,[],"{""1"": 0.011592256720614312, ""2"": 0.03982643365966831, ""3"": -0.10183284392793092, ""4"": -0.0426805860496796, ""5"": 0.005569725264752849, ""6"": 0.01946847382063472, ""7"": 0.07703796951228391, ""8"": 0.028005103342348993, ""9"": 0.03257490504820861, ""10"": 0.005251261335434858, ""11"": 0.03657124215734094, ""12"": 0.04817559176353055, ""13"": 0.013121008185294887, ""14"": -0.03236569358393243, ""15"": -0.06746347316155218, ""16"": -0.04593433633538111, ""17"": -0.007520487372376308, ""18"": 0.011224596989042874, ""19"": 0.029246951576209046, ""20"": 0.024463703886085493, ""21"": 0.029466082349236238, ""22"": -0.04272578693758321, ""23"": 0.08056826054976002, ""24"": -0.30249145051354503, ""25"": 0.08360328902458658, ""26"": -0.014941036471142515, ""27"": 0.020884934850350437, ""28"": -0.012760738392177227, ""29"": -0.0143770674721192, ""30"": 0.00199671259979872, ""31"": -0.020835544791746017, ""32"": 0.034834422394052156, ""33"": 0.01178932510130194, ""34"": 0.029344478409365764, ""35"": -0.010286190680524367, ""36"": -0.03167297082724085, ""37"": -0.017931446702844807, ""38"": -0.006692156254289684, ""39"": 0.015462806395423245, ""40"": -0.011565893681769327, ""41"": -0.01907932494654833, ""42"": -0.0038428247060589417, ""43"": -0.012482652047578709, ""44"": 0.012020540936411443, ""45"": 0.014022720806619541, ""46"": 0.010855319603359717, ""47"": -0.08016451494152751, ""48"": -0.15669568962928826}",0.05,"[3, 7, 15, 23, 24, 25, 47, 48]","{""24"": 5056.426050940907, ""48"": 6711.710625605783}","{""24"": 0.0, ""48"": 0.0}",completed,,enhanced/post-hoc SARIMA robustness analysis,7.034415506001096,False,,0.36363162635318624,True,635413
Austria,2024-03-31,sarima_p2_d0_q1_P1_D1_Q0_s24,sarima_fit_and_residual,success,converged,True,,,,,True,True,True,,37208,37184,5,-231075.90465963463,462161.80931926926,462161.8109331269,462204.42748847033,1.0496001055428335,3.8516705527982595,True,True,"[""DeprecationWarning: Setting the shape on a NumPy array has been deprecated in NumPy 2.5.\nAs an alternative, you can create a new view using np.reshape (with copy=False if needed).""]",[],0,51,24,51,37157,True,True,joint Ljung-Box and residual ACF rule,joint Ljung-Box and residual ACF rule,[],"{""1"": 0.016340858296754548, ""2"": 0.03904396309800114, ""3"": -0.11380082389068372, ""4"": -0.04853629189959913, ""5"": 0.005789336231172288, ""6"": 0.01761489078708475, ""7"": 0.0761269812303296, ""8"": 0.020290678264497604, ""9"": 0.015424171953989464, ""10"": -0.0013370235919610222, ""11"": 0.03862371893227938, ""12"": 0.05671978209132938, ""13"": 0.017166331119815192, ""14"": -0.04173701813016771, ""15"": -0.06461467070386716, ""16"": -0.05154486508127857, ""17"": 0.009130402077605201, ""18"": 0.01397525223411508, ""19"": 0.02977980229321233, ""20"": 0.014744625728153798, ""21"": 0.006263024471721927, ""22"": -0.04116056536209263, ""23"": 0.07945037938060914, ""24"": -0.08524111720380609, ""25"": 0.08186873929011608, ""26"": -0.007929195010207448, ""27"": -0.003387020446656916, ""28"": -0.020682836087467668, ""29"": -0.01801382238673206, ""30"": 0.002640624321608688, ""31"": -0.006123934975961985, ""32"": 0.04302422587076644, ""33"": 0.02278912454141718, ""34"": 0.031518896640325894, ""35"": -0.0035244613715734283, ""36"": -0.02331712532921951, ""37"": -0.013757411099571138, ""38"": -0.017020533690008798, ""39"": 0.005196649901168644, ""40"": -0.02203913414597574, ""41"": -0.025412494261614297, ""42"": -3.7012935078141854e-05, ""43"": -0.008520517394619212, ""44"": 0.026046108678220953, ""45"": 0.03137094027760605, ""46"": 0.0014315982029739767, ""47"": -0.05844226019577069, ""48"": -0.2958006105175218}",0.05,"[3, 7, 12, 15, 16, 23, 24, 25, 47, 48]","{""24"": 2013.2271266221303, ""48"": 5948.802282044673}","{""24"": 0.0, ""48"": 0.0}",completed,,enhanced/post-hoc SARIMA robustness analysis,41.22544698801357,False,,0.41485519658043607,True,635411
Austria,2024-03-31,sarima_p2_d0_q2_P0_D1_Q0_s24,sarima_fit_and_residual,success,converged,True,,,,,True,True,True,,37208,37184,5,-232680.58483032556,465371.1696606511,465371.17127450876,465413.7878298522,1.0762736101241432,2.2169588997856517,True,True,"[""DeprecationWarning: Setting the shape on a NumPy array has been deprecated in NumPy 2.5.\nAs an alternative, you can create a new view using np.reshape (with copy=False if needed).""]",[],0,48,24,48,37160,True,True,joint Ljung-Box and residual ACF rule,joint Ljung-Box and residual ACF rule,[],"{""1"": 0.0012794209577392782, ""2"": -0.0024455139533307905, ""3"": -0.0034601490262296296, ""4"": -0.03444276941907705, ""5"": 0.005748931549240319, ""6"": 0.01665882620746675, ""7"": 0.06710081820829711, ""8"": 0.02460213949466529, ""9"": 0.028659684909449885, ""10"": 0.004207865810058959, ""11"": 0.02923511124282286, ""12"": 0.04136061807934471, ""13"": 0.006612531009108524, ""14"": -0.03377346813721179, ""15"": -0.06615328678829527, ""16"": -0.044630990987626136, ""17"": -0.008749391912375396, ""18"": 0.0021245999216588586, ""19"": 0.01899688775658218, ""20"": 0.0285522998390611, ""21"": -0.0067179841257255955, ""22"": -0.023349949334621662, ""23"": 0.08112616505897892, ""24"": -0.3062300009535098, ""25"": 0.07817695319097556, ""26"": 0.004163048354353884, ""27"": -0.012224716394310182, ""28"": -0.008048385339859068, ""29"": -0.009759339079678455, ""30"": 0.0025422594616183727, ""31"": -0.01811600254279562, ""32"": 0.03329422439367849, ""33"": 0.01140873735213259, ""34"": 0.02765311700874076, ""35"": -0.005625543529444522, ""36"": -0.028058252962001123, ""37"": -0.01466631728396992, ""38"": -0.005182502442345345, ""39"": 0.016297810182565427, ""40"": -0.011997577644050652, ""41"": -0.01749319453197238, ""42"": 0.00026957943735683346, ""43"": -0.011314640573339222, ""44"": 0.002824850602791715, ""45"": 0.0030612869216535754, ""46"": 0.0105362505348293, ""47"": -0.07463825352119038, ""48"": -0.1555823242451589}",0.05,"[7, 15, 23, 24, 25, 47, 48]","{""24"": 4454.163235947907, ""48"": 5964.165282885514}","{""24"": 0.0, ""48"": 0.0}",completed,,enhanced/post-hoc SARIMA robustness analysis,11.173462982987985,False,,0.35314305837575594,True,635411
